Voltage,Current,Ah,Wh,Power,Battery_Temp_degC,Time,Chamber_Temp_degC
3.28452,0.0,0.0,0.0,0.0,27.31193,0.0,25.0
3.28709,0.0,0.0,0.0,0.0,27.09897,59.99799482524395,25.0
3.28902,0.0,0.0,0.0,0.0,26.89723,119.99699547886848,25.0
3.29095,0.0,0.0,0.0,0.0,26.69548,180.00599406659603,25.0
3.29224,0.0,0.0,0.0,0.0,26.47131,239.9979941546917,25.0
3.29353,0.0,0.0,0.0,0.0,26.47131,300.0039953738451,25.0
3.29417,0.0,0.0,0.0,0.0,26.26957,360.00200025737286,25.0
3.29546,0.0,0.0,0.0,0.0,26.26957,420.00199668109417,25.0
3.2961,0.0,0.0,0.0,0.0,26.26957,480.00399470329285,25.0
3.29674,0.0,0.0,0.0,0.0,26.05661,540.0049969553947,25.0
3.29674,0.0,0.0,0.0,0.0,26.05661,540.0049969553947,25.0
3.53416,2.89916,0.04833,0.16986,10.2460953056,26.25836,600.0150013715029,25.0
3.5496,2.89916,0.09665,0.34102,10.290858336,26.67306,660.0169993937016,25.0
3.56504,2.89997,0.14498,0.51294,10.3385090488,27.31193,720.0149942189455,25.0
3.58112,2.89997,0.1933,0.68558,10.3851405664,27.52489,780.0159964710474,25.0
3.59656,2.89997,0.24163,0.85903,10.429916103200002,27.74905,840.0160029530525,25.0
3.61265,2.89997,0.28996,1.03324,10.4765766205,27.93959,900.0180009752512,25.0
3.62745,2.89997,0.33828,1.20817,10.5194961765,28.14134,960.0199989974499,25.0
3.6416,2.89997,0.38661,1.38384,10.560530752,28.3655,1020.0129948556423,25.0
3.65383,2.89916,0.43493,1.5601,10.593037782800002,28.3655,1080.020997673273,25.0
3.66605,2.89916,0.48327,1.73699,10.628465518,28.57846,1140.0190025568008,25.0
3.67828,2.89997,0.53159,1.91443,10.6669016516,28.56725,1200.0119984149933,25.0
3.68986,2.89997,0.57992,2.09248,10.7004833042,28.56725,1260.013996437192,25.0
3.70208,2.89997,0.62824,2.27109,10.735920937600001,28.78021,1320.0120013207197,25.0
3.71366,2.89916,0.67656,2.45024,10.7664945256,28.78021,1380.021995678544,25.0
3.7246,2.89997,0.7249,2.63,10.801228262,28.769,1440.015997365117,25.0
3.73554,2.89997,0.77322,2.81024,10.8329539338,28.769,1500.0120006501675,25.0
3.74648,2.89916,0.82155,2.99103,10.861644956800001,28.98195,1560.011001303792,25.0
3.75741,2.89997,0.86987,3.17235,10.896376277700002,28.98195,1620.0179982930422,25.0
3.76899,2.89916,0.9182,3.35423,10.9269050484,29.19491,1680.0179947167635,25.0
