Voltage,Current,Ah,Wh,Power,Battery_Temp_degC,Time,Chamber_Temp_degC
3.29674,0.0,0.0,0.0,0.0,26.47131,0.0,25.0
3.29674,0.0,0.0,0.0,0.0,26.47131,0.009997934103012085,25.0
3.52644,2.89916,0.04833,0.16946,10.223713790400001,26.69548,60.02099812030792,25.0
3.54188,2.89997,0.09666,0.34025,10.2713457436,27.08777,120.0229961425066,25.0
3.55796,2.89997,0.14498,0.51178,10.317977261200001,27.52489,180.02100102603436,25.0
3.57405,2.89997,0.19331,0.68412,10.3646377785,27.72663,240.02400487661362,25.0
3.59077,2.89916,0.24163,0.85722,10.4102167532,27.92838,300.01799650490284,25.0
3.60686,2.89997,0.28996,1.03116,10.459785794200002,28.15255,360.0259993225336,25.0
3.62294,2.89916,0.33829,1.20588,10.5034827304,28.14134,420.02400420606136,25.0
3.6371,2.89916,0.38662,1.38131,10.544534836000002,28.35429,480.0240006297827,25.0
3.64997,2.89997,0.43494,1.55737,10.584803500900001,28.35429,540.0160007178783,25.0
3.66283,2.89997,0.48326,1.73406,10.6220971151,28.3655,600.0270009040833,25.0
3.67506,2.89997,0.53159,1.91137,10.657563748200001,28.56725,660.0199967622757,25.0
3.68728,2.89916,0.57991,2.08925,10.6900146848,28.56725,720.0259979814291,25.0
3.69886,2.89916,0.62825,2.26774,10.7235869576,28.57846,780.0210054963827,25.0
3.71045,2.89997,0.67657,2.44676,10.7601936865,28.56725,840.0169987231493,25.0
3.72138,2.89916,0.72489,2.62633,10.7888760408,28.56725,900.0209983438253,25.0
3.73232,2.89916,0.77322,2.80644,10.8205928512,28.769,960.0220005959272,25.0
3.74326,2.89916,0.82155,2.98709,10.8523096616,28.769,1020.0250044465065,25.0
3.7542,2.89997,0.86987,3.16824,10.887067374,28.98195,1080.0170045346022,25.0
3.76578,2.89916,0.9182,3.34995,10.917598744800001,28.97074,1140.0240015238523,25.0
3.77736,2.89997,0.96652,3.5322,10.9542306792,28.97074,1200.0210005789995,25.0
3.78894,2.89997,1.01485,3.715,10.9878123318,28.98195,1260.0209970027208,25.0
3.80052,2.89997,1.06317,3.89838,11.021393984400001,28.98195,1320.0269982218742,25.0
3.81339,2.89997,1.1115,4.08238,11.0587165983,29.1837,1380.01899830997,25.0
3.8269,2.89997,1.15982,4.26698,11.097895193000001,29.19491,1440.019004791975,25.0
3.84105,2.89997,1.20816,4.45229,11.1389297685,29.40786,1500.023004412651,25.0
3.85585,2.89916,1.25648,4.63826,11.178726086000001,29.39666,1560.0220050662756,25.0
3.87129,2.89916,1.3048,4.82495,11.223489116400001,29.39666,1620.0190041214228,25.0
3.88674,2.89916,1.35314,5.01243,11.2682811384,29.39666,1680.0269968807697,25.0
3.90282,2.89916,1.40146,5.20066,11.314899631200001,29.62082,1740.0259975343943,25.0
3.92019,2.89997,1.44979,5.38969,11.3684333943,29.60961,1800.0159960240126,25.0
3.93692,2.89916,1.49811,5.5795,11.413760987200002,29.5984,1860.018004104495,25.0
3.95365,2.89916,1.54644,5.77017,11.462263934000001,29.60961,1920.0209978967905,25.0
3.97102,2.89997,1.59477,5.96168,11.515838869400001,29.81136,1980.026999115944,25.0
3.98839,2.89916,1.64309,6.154,11.5629807524,29.81136,2040.021000802517,25.0
4.00576,2.89997,1.69142,6.34714,11.616583827200001,29.81136,2100.0170040875673,25.0
4.02249,2.89916,1.73974,6.54114,11.661842108400002,29.82257,2160.0179962813854,25.0
4.03986,2.89997,1.78807,6.73594,11.715472804200001,29.81136,2220.0180027633905,25.0
4.05659,2.89997,1.8364,6.93161,11.7639893023,29.81136,2280.0229981541634,25.0
4.07461,2.89916,1.88473,7.12807,11.8129463276,30.02432,2340.0199972093105,25.0
