Voltage,Current,Ah,Wh,Power,Battery_Temp_degC,Time,Chamber_Temp_degC
3.28323,0.0,0.0,0.0,0.0,27.30072,0.0,25.0
3.28581,0.0,0.0,0.0,0.0,27.08777,59.99799482524395,25.0
3.28838,0.0,0.0,0.0,0.0,26.88602,119.9959997087717,25.0
3.29031,0.0,0.0,0.0,0.0,26.67306,180.0020009279251,25.0
3.2916,0.0,0.0,0.0,0.0,26.47131,239.99699838459492,25.0
3.29288,0.0,0.0,0.0,0.0,26.46011,299.9919958412647,25.0
3.29353,0.0,0.0,0.0,0.0,26.25836,359.9940039217472,25.0
3.29481,0.0,0.0,0.0,0.0,26.25836,419.9940003454685,25.0
3.29546,0.0,0.0,0.0,0.0,26.03419,479.99899573624134,25.0
3.2961,0.0,0.0,0.0,0.0,26.05661,540.0019995868206,25.0
3.2961,0.0,0.0,0.0,0.0,26.05661,540.0019995868206,25.0
3.53544,2.89997,0.04832,0.16989,10.2526699368,26.24715,600.0170029699802,25.0
3.55024,2.89916,0.09665,0.34111,10.292713798400001,26.67306,660.01200042665,25.0
3.56633,2.89997,0.14498,0.51308,10.3422500101,27.18864,720.0089994817972,25.0
3.58177,2.89997,0.1933,0.68578,10.3870255469,27.51368,780.0100017338991,25.0
3.59785,2.89916,0.24163,0.85927,10.430742806000001,27.71543,840.0140013545752,25.0
3.61394,2.89916,0.28995,1.0335,10.4773902904,27.93959,900.0099945813417,25.0
3.62873,2.89916,0.33828,1.2085,10.5202688668,28.13013,960.012998431921,25.0
3.64225,2.89997,0.38661,1.3842,10.562415732500002,28.34309,1020.0160022825003,25.0
3.65447,2.89997,0.43493,1.5605,10.5978533659,28.35429,1080.0150029361248,25.0
3.66669,2.89997,0.48326,1.73738,10.6332909993,28.54483,1140.0109961628914,25.0
3.67892,2.89997,0.53158,1.91488,10.668757632400002,28.55604,1200.0149957835674,25.0
3.6905,2.89997,0.57991,2.09295,10.702339285,28.55604,1260.0159980356693,25.0
3.70272,2.89916,0.62824,2.27158,10.7347777152,28.56725,1320.0149986892939,25.0
3.71431,2.89997,0.67657,2.4508,10.7713875707,28.75779,1380.0079945474863,25.0
3.72524,2.89916,0.72489,2.63056,10.8000667984,28.75779,1440.0089967995882,25.0
3.73618,2.89997,0.77322,2.81084,10.834809914600001,28.75779,1500.007001683116,25.0
