Voltage,Current,Ah,Wh,Power,Battery_Temp_degC,Time,Chamber_Temp_degC
4.14795,0.0,0.0,0.0,0.0,0.7546231000000001,0.0,0.0
4.14795,0.0,0.0,0.0,0.0,0.7546231000000001,0.0,0.0
4.19942,0.1911,0.00368,0.01546,0.802509162,0.7546231000000001,60.0059911608696,0.0
4.19942,0.16088,0.00659,0.02767,0.6756026895999999,0.7659452,120.0069934129715,0.0
4.19942,0.14047,0.00909,0.03819,0.5898925274000001,0.7546231000000001,180.01199886202812,0.0
4.20007,0.12658,0.01132,0.04753,0.5316448606,0.7546231000000001,240.00999368727207,0.0
4.20007,0.11515,0.01333,0.05597,0.4836380605,0.9697026000000002,300.0079985707998,0.0
4.20007,0.10535,0.01516,0.06367,0.4424773745,0.9697026000000002,360.0090008229017,0.0
4.19942,0.09718,0.01684,0.07074,0.4080996356,0.9697026000000002,420.01399621367455,0.0
4.20007,0.08983,0.01839,0.07725,0.3772922881,0.7546231000000001,480.00899367034435,0.0
4.19942,0.0833,0.01983,0.08328,0.349811686,0.7659452,540.0129932910204,0.0
4.19942,0.07758,0.02116,0.08888,0.32579100359999996,0.9697026000000002,600.0099923461676,0.0
4.19942,0.07187,0.02241,0.09411,0.30181231540000003,0.7659452,660.0129961967468,0.0
4.19942,0.06778,0.02357,0.09898,0.28463668760000005,0.7546231000000001,720.0089994817972,0.0
4.19942,0.06207,0.02465,0.10353,0.2606579994,0.7659452,780.0059985369444,0.0
4.19942,0.0588,0.02567,0.1078,0.24692589599999998,0.7659452,840.0139912962914,0.0
4.20007,0.05553,0.02662,0.1118,0.23322988710000003,0.7659452,900.0129919499159,0.0
4.19942,0.05227,0.02752,0.11557,0.21950368339999998,0.7772572000000002,960.0139942020178,0.0
4.20007,0.04982,0.02771,0.11637,0.20924748740000002,0.7546231000000001,973.3439963310957,0.0
4.1827,0.0,0.02771,0.11637,0.0,0.9697026000000002,1033.356998115778,0.0
4.1827,0.0,0.02771,0.11637,0.0,0.9697026000000002,1033.356998115778,0.0
3.29932,0.0,0.0,0.0,0.0,26.88602,18981.29999153316,25.0
3.29932,0.0,0.0,0.0,0.0,26.88602,18981.312001124024,25.0
3.5245,2.89997,0.04833,0.16936,10.220944265000002,27.09897,19041.32199548185,25.0
3.53995,2.89916,0.09666,0.34008,10.262881442000001,27.31193,19101.32299773395,25.0
3.55603,2.89997,0.14498,0.51156,10.3123803191,27.51368,19161.325991526246,25.0
3.57276,2.89997,0.19331,0.68382,10.3608968172,27.92838,19221.326993778348,25.0
3.58949,2.89997,0.24164,0.85689,10.4094133153,28.14134,19281.316992267966,25.0
3.60622,2.89997,0.28996,1.03074,10.4579298134,28.14134,19341.319996118546,25.0
3.6223,2.89997,0.33829,1.20545,10.504561331000001,28.35429,19401.3259973377,25.0
3.6371,2.89916,0.38661,1.38085,10.544534836000002,28.3655,19461.323992162943,25.0
3.64997,2.89916,0.43494,1.55693,10.581847025200002,28.35429,19521.32199704647,25.0
3.66283,2.89916,0.48326,1.73363,10.6191302228,28.56725,19581.319991871715,25.0
3.6757,2.89997,0.53159,1.91096,10.659419729,28.56725,19641.321999952197,25.0
3.68793,2.89997,0.57992,2.08891,10.694886362100002,28.55604,19701.318999007344,25.0
3.69951,2.89997,0.62824,2.26738,10.7284680147,28.56725,19761.32299862802,25.0
3.71109,2.89997,0.67658,2.44647,10.762049667300001,28.56725,19821.318991854787,25.0
3.72203,2.89997,0.72489,2.62605,10.793775339100002,28.769,19881.316996738315,25.0
3.73296,2.89916,0.77323,2.8062,10.8224483136,28.769,19941.323993727565,25.0
3.7439,2.89916,0.82155,2.98685,10.854165124000001,28.769,20001.318991184235,25.0
3.75548,2.89916,0.86987,3.16806,10.8877373968,28.98195,20061.320999264717,25.0
3.76642,2.89916,0.9182,3.3498,10.919454207200001,28.98195,20121.32099568844,25.0
3.778,2.89997,0.96653,3.53212,10.95608666,28.98195,20181.317994743586,25.0
3.78958,2.89916,1.01485,3.71494,10.9865987528,29.19491,20241.320998594165,25.0
3.80181,2.89916,1.06318,3.8984,11.0220554796,29.19491,20301.31699182093,25.0
3.81468,2.89997,1.11151,4.08245,11.0624575596,29.19491,20361.317994073033,25.0
3.82819,2.89916,1.15983,4.26711,11.098535320400002,29.1837,20421.323995292187,25.0
3.84234,2.89997,1.20816,4.45247,11.1426707298,29.39666,20481.325993314385,25.0
3.85714,2.89997,1.25648,4.63851,11.1855902858,29.39666,20541.32599979639,25.0
3.87258,2.89997,1.30481,4.82527,11.230365822600001,29.39666,20601.323994621634,25.0
3.88867,2.89916,1.35314,5.01281,11.2738765172,29.39666,20661.31700053811,25.0
3.90475,2.89997,1.40146,5.2011,11.3236578575,29.60961,20721.32299169898,25.0
3.92148,2.89916,1.44979,5.39022,11.3689979568,29.5984,20781.322998180985,25.0
3.93821,2.89997,1.49811,5.58014,11.420690853700002,29.60961,20841.322994604707,25.0
3.95493,2.89997,1.54644,5.77089,11.4691783521,29.81136,20901.325998455286,25.0
3.97295,2.89997,1.59477,5.96245,11.5214358115,29.81136,20961.322997510433,25.0
3.98968,2.89997,1.64309,6.15484,11.5699523096,29.81136,21021.324995532632,25.0
4.00705,2.89916,1.69142,6.34808,11.617079078,29.81136,21081.325997784734,25.0
4.02378,2.89916,1.73974,6.54213,11.665582024800003,29.81136,21141.320995241404,25.0
4.04115,2.89916,1.78807,6.737,11.715940434,29.80015,21201.321997493505,25.0
4.05852,2.89916,1.8364,6.93271,11.7662988432,29.80015,21261.323995515704,25.0
4.07589,2.89916,1.88472,7.12925,11.8166572524,30.01311,21321.32299616933,25.0
4.09391,2.89997,1.93305,7.32668,11.8722161827,30.03552,21381.326000019908,25.0
4.11321,2.89916,1.98138,7.525,11.924853903599999,30.01311,21441.319991648197,25.0
4.13187,2.89916,2.0297,7.72421,11.9789522292,30.02432,21501.322995498776,25.0
4.15053,2.89916,2.07803,7.92435,12.0330505548,30.22606,21561.31599135697,25.0
4.16854,2.89997,2.12635,8.12536,12.088640943800002,30.43902,21621.321992576122,25.0
