Time,Current_filt,Voltage_filt,Temp_degC_filt,Chamber_Temp_degC_filt,Current_norm,Voltage_norm,Temp_degC_norm,SOC
0.0,0.0,4.17497,25.64191,25.0,0.3655721851201757,1.9699697358596078,-2.370171460790352,1.0
1311.658003181219,0.0,4.17497,25.6307,25.0,0.3655721851201757,1.9699697358596078,-2.401420181119082,1.0
111703.64499874412,0.0,4.18012,25.61949,25.0,0.3655721851201757,1.9912456713393523,-2.4326689014478213,1.0
115905.92700317502,0.0,4.10742,25.84366,25.0,0.3655721851201757,1.6909038248582724,-1.8077781221353912,1.0
121908.13300050797,0.0,4.06174,25.83245,25.0,0.3655721851201757,1.5021883427777245,-1.8390268424641207,1.0
126710.72699725628,0.0,3.95107,25.61949,25.0,0.3655721851201757,1.0449829486915965,-2.4326689014478213,1.0
131513.34699466825,0.0,3.86808,25.61949,25.0,0.3655721851201757,0.7021305437470973,-2.4326689014478213,1.0
136315.9869980067,0.0,3.77993,25.6307,25.0,0.3655721851201757,0.33796089082677416,-2.401420181119082,1.0
141118.60599964857,0.0,3.66862,25.84366,25.0,0.3655721851201757,-0.12188850300829032,-1.8077781221353912,1.0
145921.34400084615,0.0,3.6075,25.6307,25.0,0.3655721851201757,-0.3743904790320023,-2.401420181119082,1.0
150723.9669956267,0.0,3.55732,25.6307,25.0,0.3655721851201757,-0.581696584347281,-2.401420181119082,1.0
154925.97399652004,0.0,3.52515,25.6307,25.0,0.3655721851201757,-0.7145988842275612,-2.401420181119082,1.0
159128.06300260127,0.0,3.47239,25.6307,25.0,0.3655721851201757,-0.932563613530752,-2.401420181119082,1.0
163330.26899658144,0.0,3.40741,25.64191,25.0,0.3655721851201757,-1.2010122130402527,-2.370171460790352,1.0
167532.4130013585,0.0,3.35401,25.6307,25.0,0.3655721851201757,-1.4216209420923818,-2.401420181119082,1.0
170107.44299925864,0.0,3.30189,25.77641,25.0,0.3655721851201757,-1.6369416716466323,-1.9952425683537147,1.0
170107.4479982257,0.0,3.30189,25.77641,25.0,0.3655721851201757,-1.6369416716466323,-1.9952425683537147,1.0
